,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,
,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,
50641,0,17,0,21,0,4,0,21,0,17,9,7,0,0,16,8,81,20,33,21,0,19,5,121,53,7,15,0,17,23,44,11,0,0,0,0,7,26,2,3,0,0,22,3,27,8,11,4,0,15,0,45,43,27,26,0,3,10,103,24,23,17,0,57,21,28,18,14,37,0,F
50642,0,21,4,7,0,0,0,0,0,14,14,7,11,0,0,1,9,17,9,11,0,0,1,33,23,0,9,0,2,3,42,2,1,1,0,0,0,0,8,2,0,0,0,0,3,0,14,10,0,0,0,14,27,0,0,0,0,0,45,16,17,9,2,3,5,41,5,0,2,2,F
50643,0,0,39,55,0,7,0,0,5,18,0,33,45,6,0,0,44,27,59,50,36,0,23,121,76,73,127,27,0,22,91,37,0,49,7,0,20,3,12,6,0,0,0,0,0,33,17,41,0,0,7,24,26,24,84,29,0,0,140,68,37,85,53,6,18,164,60,4,27,4,F
50644,0,83,121,38,37,8,0,9,4,126,99,69,51,30,0,9,206,40,58,56,46,28,48,497,228,118,194,103,52,48,381,60,13,68,74,0,27,137,152,21,44,0,40,5,45,64,79,104,29,0,12,143,194,108,81,33,7,50,384,203,164,226,130,32,69,488,128,28,50,29,F
50645,1,6,17,3,0,0,0,0,0,10,2,3,7,0,6,14,49,18,2,0,0,31,7,106,2,9,12,10,17,18,38,2,0,0,0,0,6,7,0,0,0,0,0,0,14,0,2,3,0,5,1,20,11,9,12,0,0,3,90,32,8,27,18,5,10,46,35,0,0,0,F
50647,0,5,24,29,47,0,0,5,5,11,24,16,51,0,0,0,24,12,17,57,10,0,6,143,71,22,62,13,2,0,95,30,6,9,23,0,4,12,37,7,10,0,0,0,13,12,8,44,2,0,3,16,45,6,29,22,0,4,99,50,12,72,27,3,30,108,27,12,13,3,F
50648,0,26,114,63,12,14,0,10,1,76,83,72,7,21,7,0,117,36,66,33,0,0,14,314,77,52,42,30,34,45,126,16,13,5,0,0,19,46,72,44,23,0,0,0,23,129,88,54,21,0,0,46,74,48,37,8,7,0,238,154,46,65,46,24,50,198,20,18,20,15,F
50650,0,0,6,1,0,0,0,0,15,30,0,0,0,0,0,4,14,8,8,13,0,0,0,66,9,0,15,0,4,10,34,6,0,0,0,0,0,22,23,0,0,0,0,0,16,3,4,2,0,0,0,3,7,2,11,0,0,4,50,18,12,32,0,0,3,36,0,2,6,2,F
50651,0,26,48,12,70,0,0,0,44,127,72,49,61,9,0,30,45,82,41,9,13,11,31,241,86,22,42,16,18,11,135,34,8,0,20,0,5,31,24,12,6,0,0,6,20,49,66,89,14,0,14,20,114,33,48,5,0,10,308,81,72,38,15,18,41,196,60,23,6,0,F
50652,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,2,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,16,0,0,0,0,0,0,11,4,7,0,0,0,2,2,0,0,2,0,F
50653,0,0,13,2,0,0,0,0,0,11,13,8,0,0,0,0,8,1,9,0,0,1,6,60,22,9,12,11,7,2,35,4,3,0,0,0,3,22,1,0,0,0,0,0,1,0,44,0,0,0,0,9,13,16,7,0,2,2,44,6,31,9,0,3,6,13,16,0,0,0,F
50654,0,2,16,0,0,0,0,0,0,11,1,0,25,0,2,0,2,3,2,0,0,0,5,65,1,0,0,0,17,0,26,2,0,0,0,0,0,28,0,0,0,0,0,1,5,2,0,24,0,0,5,6,0,1,0,0,0,28,39,19,18,3,0,0,0,28,16,0,7,0,F
50655,0,5,0,24,7,8,0,0,2,25,12,19,8,0,0,0,13,16,13,0,0,0,7,65,15,17,11,0,11,10,34,0,3,9,0,0,10,8,0,0,13,0,0,1,15,15,2,15,0,0,0,5,17,14,11,0,0,0,70,20,10,30,2,5,19,29,5,3,0,0,F
50658,0,18,21,0,5,10,0,0,5,76,35,5,42,6,0,10,53,18,26,10,0,0,15,207,47,30,36,25,15,34,111,39,0,7,7,0,9,51,21,7,8,0,0,20,56,40,27,55,9,0,3,25,25,44,14,11,3,12,115,69,46,54,25,32,32,128,45,25,6,5,F
50659,0,64,95,54,16,0,0,0,13,94,43,28,34,7,6,36,124,87,38,29,0,2,24,434,196,94,149,21,95,26,274,54,0,29,10,0,69,22,38,0,0,4,29,0,31,55,48,36,8,6,10,155,31,52,84,0,6,23,390,191,96,104,83,48,62,418,64,22,28,0,F
50660,0,0,25,10,3,16,0,0,0,34,36,17,7,0,0,7,25,15,4,28,0,5,6,113,45,18,30,11,24,0,56,0,0,0,0,0,0,3,26,0,0,0,0,0,23,23,20,16,3,0,0,39,24,22,17,3,0,6,60,79,20,15,16,7,18,64,7,10,0,8,F
50662,0,86,80,121,8,0,0,0,14,209,63,11,28,0,1,2,225,92,52,32,0,3,135,452,173,69,98,90,60,87,288,100,25,35,10,0,23,105,86,0,16,0,0,1,129,62,68,37,8,3,28,210,115,52,48,0,19,103,449,195,135,123,51,108,47,498,105,0,121,61,F
50664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
50665,0,0,85,11,0,0,0,0,0,29,32,30,38,0,0,0,60,42,22,37,7,0,33,203,87,13,20,9,35,22,103,24,0,10,0,0,16,29,60,13,8,0,0,3,0,18,46,77,5,0,15,40,64,24,41,7,0,19,194,49,53,50,15,80,8,116,60,0,19,9,F
50666,0,15,7,11,4,0,0,0,0,17,18,6,5,0,0,0,19,8,17,15,0,0,2,83,38,20,21,4,18,13,43,0,6,0,0,0,0,7,8,2,14,0,0,0,8,20,6,6,0,0,0,38,12,6,9,2,0,0,80,20,26,15,10,0,2,36,13,0,2,0,F
50667,0,3,7,0,0,7,0,0,3,18,7,9,2,0,0,0,38,3,18,2,0,0,6,70,13,20,2,2,4,7,27,3,4,3,0,0,0,6,11,6,3,0,0,0,0,6,2,13,1,0,0,22,21,3,16,2,0,5,47,26,28,2,1,10,17,23,4,0,0,0,F
50668,0,4,40,24,0,0,0,0,0,41,9,29,18,0,0,0,31,0,25,2,4,2,0,93,43,24,24,4,16,3,54,18,0,0,0,0,1,4,20,3,0,0,0,0,6,30,8,20,0,0,0,23,21,25,29,0,3,0,44,50,8,42,11,25,6,66,13,11,13,0,F
50669,0,7,30,16,13,9,0,0,0,70,34,16,9,3,0,5,36,36,27,35,0,1,6,232,53,34,52,12,8,25,87,43,0,26,8,0,2,13,34,15,3,0,0,8,35,35,20,10,3,1,0,26,38,16,48,9,0,26,135,103,50,53,45,20,23,127,50,5,15,0,F
50670,0,8,11,6,5,10,0,0,10,58,30,17,0,4,0,2,68,11,5,7,3,0,5,144,39,42,25,5,27,13,82,21,0,0,6,0,16,14,23,0,11,0,3,0,19,21,14,6,9,0,0,24,8,28,24,0,0,8,165,58,37,31,11,3,14,124,38,6,9,0,F
50671,0,0,4,0,0,0,0,0,0,13,0,0,10,0,0,0,5,17,0,0,0,0,7,3,21,9,0,0,2,2,4,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,10,0,0,2,2,2,0,0,0,2,29,19,11,0,0,0,0,15,3,0,0,0,F
50672,0,0,12,0,0,0,0,0,0,6,23,8,0,0,0,0,7,33,4,12,0,7,0,29,25,0,1,32,5,14,16,3,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,4,0,0,0,0,32,27,0,0,7,3,26,9,19,25,4,2,2,22,10,2,3,0,F
50673,0,0,10,2,0,0,0,0,0,6,6,2,0,0,0,0,0,7,2,0,0,0,4,9,16,5,0,0,0,2,3,3,0,0,0,0,2,0,2,0,0,0,0,0,1,8,0,6,0,0,0,6,2,0,0,0,2,2,23,11,3,0,0,2,3,14,0,0,0,0,F
50674,0,6,65,94,0,27,0,0,0,54,36,39,20,7,0,0,97,59,37,55,3,9,22,230,105,41,76,13,23,7,138,58,0,18,32,0,11,9,42,25,9,0,0,4,29,7,18,27,22,0,6,50,41,51,50,17,0,9,265,103,42,80,22,39,19,245,62,25,22,25,F
50675,0,23,82,12,5,0,0,0,2,75,12,12,39,0,3,6,75,23,40,12,22,3,13,163,75,42,91,32,18,12,112,13,8,14,10,0,15,17,37,22,23,0,0,5,14,43,35,26,0,0,0,24,22,49,12,16,0,2,80,95,36,77,32,81,32,138,27,15,13,5,F
50676,0,7,30,51,7,15,0,0,0,28,35,37,10,0,0,3,56,30,44,27,0,8,20,175,28,4,22,24,17,28,87,17,0,12,17,0,0,14,17,5,8,0,0,11,14,32,35,24,0,0,15,41,61,14,28,0,0,5,95,58,43,62,23,47,32,115,20,3,0,0,F
50677,0,9,128,555,97,61,0,9,13,26,166,83,204,58,7,18,85,240,81,162,64,25,38,415,276,165,333,156,46,88,254,155,28,106,106,0,12,67,1040,19,59,11,0,5,77,154,80,244,91,0,6,115,131,95,165,104,10,31,528,267,143,335,143,81,56,573,208,44,111,54,F
50680,0,2,0,5,3,28,0,0,0,15,7,26,13,4,0,0,26,22,2,14,7,0,12,65,28,3,24,15,15,7,16,25,0,15,0,0,10,3,8,15,3,0,0,0,10,16,31,29,0,0,0,0,38,6,6,9,0,0,32,50,38,20,26,11,5,45,11,17,5,0,F
50681,0,0,17,0,0,7,0,0,0,5,3,2,0,2,0,0,26,10,7,4,0,2,4,59,12,0,6,4,0,0,24,0,0,0,0,0,0,4,3,0,0,0,0,0,1,14,3,2,0,0,0,11,18,8,0,3,3,0,46,11,18,2,3,11,1,19,3,2,0,0,F
50682,0,0,42,3,38,30,0,0,0,22,10,33,14,0,1,9,44,40,14,15,4,0,17,153,48,19,21,20,7,18,43,15,0,7,3,0,0,16,7,1,4,0,4,10,10,11,40,28,0,0,0,18,24,18,18,6,11,5,85,52,32,55,8,5,18,61,16,9,3,0,F
50701,14,276,454,486,173,143,17,38,121,497,664,208,437,87,20,95,629,408,181,310,134,129,158,1300,686,347,698,559,111,233,822,326,47,331,160,80,129,283,608,152,171,46,12,127,328,479,371,626,167,37,79,459,493,294,281,85,65,142,1513,881,602,714,376,131,156,1315,501,127,171,86,F
50702,102,197,306,444,135,45,0,41,99,421,385,227,309,34,52,148,300,161,122,129,40,110,173,922,516,255,288,86,57,112,705,178,19,74,64,21,129,236,295,125,141,52,41,75,243,350,243,469,52,110,17,294,338,128,171,44,83,172,827,582,280,306,114,177,242,898,452,24,103,56,F
50703,62,215,497,201,20,56,0,33,303,498,284,48,56,10,32,199,547,251,80,44,25,94,173,1255,595,201,107,30,269,217,434,169,14,27,51,69,167,357,336,35,62,0,40,127,259,356,252,111,8,34,120,297,320,148,63,62,85,249,1197,738,216,213,121,219,261,681,193,58,64,0,F
50707,22,68,142,68,10,21,0,71,73,278,69,16,37,0,1,12,225,125,35,123,20,88,125,529,317,51,35,0,84,87,188,23,0,37,10,0,32,232,231,46,8,0,19,62,81,278,53,70,12,39,39,210,101,77,71,20,91,62,464,354,70,128,37,79,122,265,51,12,3,12,F
50801,0,137,88,144,32,41,0,2,36,175,161,84,52,24,19,84,162,92,18,35,14,61,112,508,288,162,169,76,21,34,332,91,41,24,50,0,16,102,166,56,41,0,2,7,105,118,168,80,42,0,138,60,139,45,99,17,21,40,538,413,118,157,68,24,108,446,273,37,66,58,F
50830,4,2,48,19,0,0,0,0,0,15,38,0,0,0,0,1,60,45,24,13,36,8,21,88,34,2,30,2,4,19,94,17,5,8,2,0,14,36,45,0,9,0,0,7,21,4,3,34,0,0,0,12,54,45,3,0,9,13,88,45,19,47,2,4,6,113,18,14,15,2,F
50833,0,17,13,3,24,0,0,0,4,57,14,10,25,0,4,3,78,35,28,11,0,0,21,133,76,24,47,5,7,15,119,36,4,4,7,0,1,24,30,14,0,4,0,0,27,56,16,22,0,5,0,31,54,26,3,8,12,20,142,90,26,23,25,18,25,174,30,3,17,8,F
50835,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,9,0,0,0,8,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,20,0,2,0,0,0,0,0,0,0,0,0,F
50836,0,1,4,0,0,6,0,0,9,7,1,4,0,0,0,4,3,10,0,7,6,0,0,23,0,0,1,1,3,0,28,0,2,2,1,0,0,9,0,0,0,0,0,0,11,5,2,6,7,0,0,1,0,9,6,0,0,0,9,14,0,0,0,0,4,7,2,5,0,0,F
50837,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,1,0,0,0,46,13,2,11,1,5,0,33,10,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,8,0,0,0,0,0,0,34,7,12,10,2,0,0,25,24,0,3,1,F
50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,F
50840,0,0,4,0,5,0,0,5,0,8,4,2,8,0,2,0,12,7,5,0,0,8,4,39,16,16,0,2,0,10,22,13,1,1,0,0,9,2,2,0,2,0,0,3,3,2,4,5,0,0,10,0,2,6,4,3,0,9,36,27,4,5,0,0,6,56,20,3,7,0,F
50841,0,11,27,30,37,0,0,2,2,30,26,18,33,6,6,8,72,22,28,20,12,14,44,182,100,42,72,34,35,28,127,42,3,19,19,0,33,9,28,12,9,0,1,3,57,26,43,34,11,0,8,41,56,28,25,14,10,17,167,95,48,31,24,34,31,207,82,21,32,0,F
50842,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,0,0,0,7,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,1,0,0,0,0,11,1,0,0,1,0,0,0,2,1,0,0,F
50843,0,3,16,2,0,0,0,1,15,19,4,4,3,0,0,3,19,18,1,0,0,0,7,37,9,2,9,2,2,2,26,12,0,2,0,0,3,1,4,0,0,0,0,7,19,7,19,8,0,1,0,7,5,0,1,0,0,1,20,3,11,14,4,2,2,43,6,0,2,0,F
50845,9,10,11,3,2,0,0,0,4,20,2,7,24,0,2,0,8,22,12,8,0,9,8,40,20,7,9,6,17,1,35,8,4,0,0,0,3,2,6,6,0,0,0,0,21,6,18,13,0,0,2,8,9,8,10,0,0,15,24,41,2,16,7,4,5,56,8,4,0,4,F
50846,0,8,31,0,10,0,0,0,1,16,7,3,17,0,0,0,5,8,0,28,0,7,4,118,46,22,3,0,18,19,35,16,0,2,0,0,3,18,7,14,0,0,0,0,7,12,5,11,0,0,0,8,11,0,33,0,0,20,70,36,34,17,3,3,19,101,6,2,3,3,F
50847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,6,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,3,0,1,0,0,1,0,4,5,0,0,0,F
50848,0,0,4,11,0,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,2,0,5,16,19,4,3,0,21,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,4,10,0,0,0,0,16,18,7,3,0,2,6,24,0,7,0,7,F
50849,0,5,27,48,6,0,0,0,16,70,41,7,0,0,0,16,89,39,25,40,0,0,14,72,133,26,36,26,35,24,179,52,0,13,17,0,19,32,18,5,0,0,0,6,62,39,15,6,0,0,13,28,10,46,27,18,0,14,145,73,63,50,13,0,15,199,88,23,6,19,F
50851,0,12,9,0,0,0,0,0,11,50,44,8,3,11,3,15,61,13,0,12,6,0,6,94,71,12,22,14,24,38,120,43,2,0,9,0,6,17,42,3,8,0,0,32,13,22,4,13,3,3,6,40,8,17,15,13,0,8,75,77,37,21,14,28,21,138,44,3,38,0,F
50853,0,5,4,16,3,8,0,0,3,4,0,12,0,0,0,0,16,10,2,3,0,0,4,57,45,2,11,7,9,3,43,11,0,0,6,0,4,1,14,13,11,0,0,5,2,8,5,10,0,0,0,12,10,6,5,0,0,12,58,42,13,6,5,4,2,35,15,0,4,2,F
50854,0,5,22,44,4,0,0,0,1,11,6,33,25,7,0,0,27,26,14,31,11,8,0,110,83,31,74,28,24,15,145,45,0,24,9,0,7,27,38,12,0,0,0,0,0,0,4,29,15,3,0,27,37,35,20,9,0,2,121,43,26,92,32,20,29,183,93,6,37,10,F
50857,0,10,0,0,0,0,0,0,2,0,0,5,0,0,0,0,16,0,0,0,0,6,0,10,16,1,11,0,6,0,7,0,0,3,6,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,12,11,11,13,8,0,8,7,0,7,0,F
50858,0,4,15,6,0,0,0,0,5,6,5,21,7,0,0,0,7,5,14,3,3,3,7,64,21,7,19,8,2,6,30,15,0,0,2,0,3,0,0,0,4,0,0,8,10,9,10,11,0,0,0,12,3,2,24,0,0,0,51,35,26,11,0,0,5,32,19,5,4,2,F
50859,0,7,11,7,8,0,0,0,0,11,6,10,0,0,0,0,4,5,1,5,0,0,2,51,20,8,9,0,3,2,51,4,3,1,2,0,2,11,7,7,0,0,0,7,3,8,3,2,2,0,10,8,2,3,0,6,0,2,37,14,15,16,2,0,2,35,30,0,4,0,F
50860,18,0,2,0,0,0,0,14,9,0,0,0,0,0,0,0,28,0,0,0,0,0,19,36,4,10,31,0,2,2,12,0,0,3,0,0,0,2,15,0,0,0,0,12,0,0,0,0,0,19,0,0,3,12,0,0,0,6,13,38,0,0,0,0,5,26,0,0,0,0,F
50861,0,16,9,0,0,0,0,0,0,1,3,0,3,0,0,0,17,11,2,10,0,0,0,4,4,10,0,0,8,0,31,0,12,0,0,0,0,0,25,0,0,0,0,0,4,12,12,0,0,0,0,4,0,0,2,0,0,0,5,13,3,0,10,6,0,23,0,10,1,0,F
50862,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,7,0,0,3,6,0,7,10,0,0,3,2,2,2,0,0,0,0,0,3,7,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,6,8,9,0,2,12,1,0,8,4,0,0,0,F
50863,0,0,1,0,0,20,0,0,0,0,6,8,14,0,0,0,4,0,0,0,0,2,0,12,3,3,6,0,0,0,20,8,0,8,0,0,4,7,2,0,0,0,0,6,3,4,15,0,0,0,0,0,3,0,0,0,0,6,13,10,13,0,0,2,2,12,6,0,10,0,F
50864,0,7,12,8,11,0,0,13,10,37,29,52,23,0,0,3,63,50,14,25,0,37,10,91,69,45,40,5,23,5,100,39,7,13,15,0,0,8,38,10,7,0,0,4,16,23,30,24,0,0,10,46,28,52,37,3,7,4,117,47,38,61,20,29,19,137,32,13,25,10,F
51001,0,33,20,2,0,0,0,0,7,41,46,13,4,7,0,0,43,21,24,25,13,3,14,108,84,29,19,42,50,7,101,16,49,33,2,0,27,31,6,2,0,0,0,0,30,63,21,21,3,0,0,9,23,2,54,3,3,2,121,66,36,31,48,32,32,113,66,3,25,0,F
51002,3,7,24,29,9,18,0,11,58,59,15,37,33,0,10,7,30,30,7,38,12,0,25,120,75,48,81,19,27,9,78,36,0,33,23,11,11,31,27,3,7,0,0,22,32,30,30,30,0,13,0,28,32,17,52,31,12,21,112,67,34,97,20,21,17,122,49,16,61,21,F
51003,8,0,10,27,13,2,0,0,7,20,24,32,13,5,0,0,34,25,3,25,6,10,0,149,31,37,45,17,10,8,45,25,4,3,12,0,20,11,18,3,3,0,2,6,25,9,10,17,5,0,0,28,32,6,9,6,2,18,73,61,38,20,19,28,6,104,11,0,2,0,F
51004,0,9,19,14,6,0,0,0,0,10,35,3,0,5,0,7,12,27,9,17,0,0,3,105,43,18,14,13,14,15,81,8,0,8,6,0,0,0,17,10,8,0,4,0,11,0,31,14,0,0,0,30,13,13,5,7,0,0,64,49,18,25,3,10,24,59,21,0,21,5,F
51005,0,2,19,17,16,6,0,0,3,10,17,11,17,9,7,13,21,25,13,11,2,0,4,68,85,30,36,8,33,19,81,25,4,13,3,0,35,28,20,0,17,0,0,0,7,8,8,16,2,7,3,12,13,7,25,2,0,7,70,81,14,30,10,12,11,78,36,18,23,0,F
51006,0,3,20,23,0,0,0,0,0,32,9,7,6,0,0,0,9,32,11,6,11,1,0,79,30,13,7,0,25,22,59,0,0,5,0,0,3,48,13,17,1,0,1,0,10,27,0,6,0,0,8,20,11,0,10,3,10,4,70,36,6,7,5,7,21,65,15,0,7,0,F
51007,0,1,7,7,7,0,0,0,0,6,16,2,7,0,0,0,2,5,6,12,0,0,10,22,38,0,20,12,11,0,19,22,0,14,0,0,0,0,19,3,0,0,0,0,1,4,12,3,5,0,0,16,7,0,22,0,0,0,68,22,14,30,0,10,1,19,12,0,0,0,F
51008,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,2,7,3,5,2,0,3,0,4,2,0,0,0,F
51009,0,0,0,9,0,0,0,2,5,0,3,0,2,0,0,0,0,24,0,2,0,0,0,9,7,0,1,0,0,0,3,0,0,0,0,0,0,9,11,0,0,0,2,0,17,2,0,4,0,0,0,0,1,7,3,0,0,2,9,12,1,0,0,0,0,12,0,0,2,0,F
51010,0,0,3,0,0,0,0,2,0,9,0,2,6,0,0,0,2,14,6,0,0,4,6,12,28,10,0,0,0,12,45,3,0,0,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,19,22,0,0,0,0,12,32,1,0,0,0,F
51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,1,2,5,0,3,0,0,0,0,0,0,0,2,0,F
51012,0,60,113,50,0,37,0,6,17,146,66,26,91,41,0,0,147,4,14,51,35,13,87,402,244,114,131,64,44,53,302,56,0,47,30,38,36,57,44,0,0,0,0,0,71,69,18,98,52,0,21,57,143,12,104,0,0,14,474,300,55,86,57,47,79,638,140,38,19,0,F
51014,0,0,3,0,17,0,0,0,0,0,0,4,0,2,0,0,2,9,2,37,0,0,0,30,52,15,3,0,2,2,30,1,0,0,5,0,0,0,0,0,0,0,0,2,0,4,0,9,2,0,0,1,4,0,2,2,0,0,9,35,35,35,0,8,7,12,16,2,4,1,F
51016,0,10,14,3,0,3,0,7,4,39,62,22,0,0,0,0,35,3,3,3,2,11,5,118,36,34,14,13,16,46,54,12,0,0,5,0,10,31,4,5,4,0,0,18,29,23,18,6,0,0,0,38,22,4,0,0,0,28,98,43,3,31,20,26,10,57,36,0,27,0,F
51018,0,0,9,0,0,0,0,0,0,3,14,0,4,0,0,0,11,8,36,0,0,0,5,11,6,7,5,0,4,6,15,10,0,1,0,0,0,6,0,0,2,0,0,0,5,9,3,18,0,0,0,2,0,2,2,0,0,0,8,3,6,12,0,0,0,37,0,0,4,0,F
51019,0,10,14,3,3,0,0,0,0,14,0,6,16,0,0,0,19,9,3,1,0,1,14,88,35,10,14,5,7,2,33,8,0,6,15,0,3,15,2,9,0,0,0,3,7,2,10,6,0,0,14,8,14,2,5,0,0,3,38,76,11,19,8,5,2,36,19,10,0,5,F
51020,0,25,24,20,2,0,0,2,2,11,17,0,1,0,0,2,27,0,0,2,0,0,0,30,28,6,12,2,5,16,43,9,0,5,1,0,11,10,22,0,2,0,0,0,8,0,19,7,0,0,0,9,10,5,0,0,9,7,41,12,11,11,0,6,3,35,6,0,5,8,F
51022,4,14,33,0,0,0,0,0,0,14,25,19,13,0,0,0,8,13,14,0,0,0,4,70,34,10,16,2,17,4,30,6,0,2,0,0,0,0,1,1,0,0,5,0,38,28,15,0,3,0,0,2,11,9,2,0,17,0,29,42,3,17,0,13,6,36,7,0,2,1,F
51023,17,22,39,34,0,0,0,20,26,85,30,6,5,0,10,0,70,35,0,23,5,38,27,197,105,34,48,10,76,15,66,38,13,24,15,1,0,80,15,6,0,0,48,10,62,27,13,8,0,11,9,61,52,5,18,3,31,17,210,111,42,42,31,55,53,158,55,9,23,0,F
51024,0,7,8,9,10,0,0,0,5,13,27,8,13,6,0,5,15,35,31,25,8,0,7,107,100,18,44,25,17,11,57,30,4,20,6,0,0,9,15,0,0,0,0,4,29,19,20,25,0,0,0,17,34,12,44,3,0,6,79,93,45,29,21,6,7,78,21,18,16,6,F
51025,0,13,10,35,5,4,0,0,0,25,26,25,32,11,0,11,23,15,18,11,22,0,0,106,69,15,77,12,15,10,103,19,10,6,7,0,11,3,24,0,17,0,0,0,21,18,10,34,7,0,4,17,38,14,35,0,0,7,61,68,21,39,39,17,28,124,32,0,21,4,F
51026,0,8,15,2,0,0,0,0,2,1,26,7,8,0,3,0,17,8,2,0,0,0,7,46,35,3,20,0,12,1,39,20,0,12,0,0,0,5,4,0,0,0,0,0,3,8,2,18,0,0,0,18,19,2,0,0,0,6,38,42,3,16,1,0,17,28,14,1,0,13,F
51027,0,5,5,2,4,0,0,17,0,38,26,14,22,0,3,0,28,3,29,3,0,3,9,73,21,19,19,0,12,22,44,33,1,5,0,0,0,24,11,2,0,0,17,0,8,13,28,18,0,4,4,14,22,41,16,0,3,2,83,49,14,34,3,8,3,83,23,0,0,7,F
51028,0,12,63,21,4,0,0,0,0,19,30,32,26,5,0,4,27,32,24,41,12,7,12,72,57,29,41,24,29,4,90,54,7,0,7,0,23,6,35,10,0,0,0,0,15,38,10,24,23,0,0,36,21,34,35,7,0,0,85,74,26,39,17,20,29,142,77,7,9,7,F
51029,0,0,5,0,0,0,0,0,0,3,1,8,0,0,0,0,4,0,0,0,0,3,5,16,23,12,2,0,0,0,8,6,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,10,0,0,0,2,0,9,0,0,0,0,29,14,0,0,0,1,1,18,2,2,2,0,F
51030,0,13,54,8,3,0,0,0,0,19,14,50,21,0,0,0,14,18,19,8,14,0,11,128,86,59,31,35,9,1,50,14,0,3,0,0,0,4,29,5,0,0,0,4,18,5,16,17,17,0,2,29,24,28,10,0,0,1,173,79,24,25,8,14,21,70,16,0,11,0,F
51031,0,98,168,98,48,50,0,15,8,245,233,73,83,29,37,32,373,137,52,80,34,29,93,762,332,147,193,101,149,77,347,118,23,26,28,0,23,136,265,56,45,0,35,5,106,141,84,208,56,5,9,225,176,135,79,83,17,74,615,524,192,256,80,65,83,655,190,25,96,15,F
